date_of_data,facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,last_visit_date,inspection_visits,complaint_visits,other_visits,total_visits,all_visit_dates,inspection_visit_dates,inspect_type_a,inspect_type_b,other_visit_dates,other_type_a,other_type_b,geocoded_address,google_proper_address,latitude,longitude,location_type,partial_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198010107,CAROUSEL PRESCHOOL,"BEGINNING PATHWAYS, INC.",JOANNE PAIGE,(562) 434-1938,366 CHERRY AVENUE,LONG BEACH,CA,90802,Los Angeles,33,42,Licensed,5/21/04,,10/24/13,2,6,1,9,"10/24/2013, 09/26/2012, 09/05/2012, 01/20/2011, 12/21/2010, 11/02/2010, 11/02/2010, 10/13/2010, 06/09/2010","10/24/2013, 06/09/2010",0,2,11/2/10,0,0,"366 CHERRY AVENUE, LONG BEACH, CA 90802","366 Cherry Avenue, Long Beach, CA 90802, USA",33.7712604,-118.1676592,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191605264,MT. OLIVE LUTHERAN CHURCH PRESCHOOL,MT. OLIVE LUTHERAN CHURCH,PAMELA SMITH,(310) 377-8821,5975 ARMAGA SPRING ROAD,RANCHO PALOS VERDES,CA,90274,Los Angeles,30,75,Licensed,11/17/97,,2/5/14,1,0,0,1,2/5/14,2/5/14,0,0,,0,0,"5975 ARMAGA SPRING ROAD, RANCHO PALOS VERDES, CA 90274","5975 Armaga Spring Road, Rancho Palos Verdes, CA 90275, USA",33.7718098,-118.3836276,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191602651,GREAT BEGINNINGS INC.,"STOCKING, MARIAN","STOCKING, MARIAN",(562) 434-2545,3027 E. 4TH ST.,LONG BEACH,CA,90814,Los Angeles,33,39,Licensed,7/12/94,,8/6/13,2,0,1,3,"08/06/2013, 10/19/2011, 09/16/2011","08/06/2013, 09/16/2011",4,16,10/19/11,0,0,"3027 E. 4TH ST., LONG BEACH, CA 90814","3027 East 4th Street, Long Beach, CA 90814, USA",33.771974,-118.156084,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191670550,BURBANK CHILD DEVELOPMENT CENTER,LONG BEACH UNIFIED SCHOOL DISTRICT,ANTHONY WESLEY/FELICIA OKO,(562) 438-4108,535 JUNIPERO AVE,LONG BEACH,CA,90814,Los Angeles,33,74,Licensed,10/14/94,,9/30/14,2,0,6,8,"09/30/2014, 07/30/2013, 03/15/2013, 03/15/2013, 12/20/2012, 01/20/2012, 01/20/2012, 06/17/2010","09/30/2014, 01/20/2012",0,3,"07/30/2013, 03/15/2013, 03/15/2013, 12/20/2012, 01/20/2012, 06/17/2010",1,0,"535 JUNIPERO AVE, LONG BEACH, CA 90814","535 Junipero Avenue, Long Beach, CA 90814, USA",33.7729458,-118.1640384,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,192006215,NEW HARBOR VISTA COMPREHENSIVE CHILD DEVELOPMENT,"COMPREHENSIVE CHILD DEVELOPMENT, INC.",LUCY VELAZQUEZ,(562) 427-8834,909 WEST D STREET,WILMINGTON,CA,90744,Los Angeles,30,36,Licensed,8/23/01,,3/13/13,1,0,1,2,"02/02/2012, 03/13/2013",3/13/13,0,0,2/2/12,1,0,"909 WEST D STREET, WILMINGTON, CA 90744","909 West D Street, Wilmington, CA 90744, USA",33.773843,-118.272647,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,192006219,NEW HARBOR VISTA COMPREHENSIVE CHILD DEVELOPMENT,COMPREHENSIVE CHILD DEVELOPMENT,"SAENZ, YOLANDA",(562) 427-8834,909 WEST D STREET,WILMINGTON,CA,90744,Los Angeles,30,9,Licensed,8/15/01,,2/2/12,1,0,1,2,"02/02/2012, 02/02/2012",2/2/12,0,0,2/2/12,3,0,"909 WEST D STREET, WILMINGTON, CA 90744","909 West D Street, Wilmington, CA 90744, USA",33.773843,-118.272647,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198016558,EDISON HEAD START,LONG BEACH UNIFIED SCHOOL DISTRICT,REBECCA AGDIGOS/FEDELINA S,(562) 590-8481,625 MAINE AVENUE,LONG BEACH,CA,90802,Los Angeles,33,57,Licensed,9/15/11,,9/15/14,1,0,3,4,"09/15/2014, 11/26/2013, 07/08/2013, 08/26/2011",11/26/13,0,3,"09/15/2014, 07/08/2013, 08/26/2011",0,0,"625 MAINE AVENUE, LONG BEACH, CA 90802","625 Maine Avenue, Long Beach, CA 90802, USA",33.7746198,-118.2008893,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191870741,HAWAIIAN AVENUE EARLY EDUCATION CENTER,LAUSD/EARLY CHILDHOOD EDUCATION,"AGUET, DEBORAH",(310) 834-7186,501 HAWAIIAN AVE.,WILMINGTON,CA,90744,Los Angeles,30,117,Licensed,10/1/96,,11/7/13,2,0,4,6,"11/07/2013, 11/07/2013, 09/26/2013, 01/26/2012, 10/20/2011, 02/11/2010","11/07/2013, 10/20/2011",0,1,"11/07/2013, 09/26/2013, 01/26/2012, 02/11/2010",0,0,"501 HAWAIIAN AVE., WILMINGTON, CA 90744","501 Hawaiian Avenue, Wilmington, CA 90744, USA",33.7748603,-118.2764329,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198014010,LITTLE SUNSHINE HOUSE CHILD DEVELOPMENT CENTER,"LITTLE SUNSHINE HOUSE CHILD DEV CTR, LLC",GERALDINE EVANS,(562) 209-4406,1814 E. 7TH STREET,LONG BEACH,CA,90813,Los Angeles,33,23,Licensed,5/5/08,,5/14/14,2,1,0,3,"05/14/2014, 01/20/2012, 05/06/2011","05/14/2014, 05/06/2011",0,0,,0,0,"1814 E. 7TH STREET, LONG BEACH, CA 90813","1814 East 7th Street, Long Beach, CA 90813, USA",33.7751089,-118.1694551,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191604502,EDISON CHILD DEVELOPMENT CENTER,LONG BEACH UNIFIED SCHOOL DISTRICT,KATHERINE WOODS,(562) 437-6114,640 W. 7TH STREET,LONG BEACH,CA,90813,Los Angeles,33,84,Licensed,8/6/90,,2/19/13,1,2,3,6,"02/19/2013, 02/19/2013, 08/30/2012, 07/20/2012, 09/16/2011, 03/02/2011",2/19/13,0,2,"02/19/2013, 09/16/2011, 03/02/2011",0,1,"640 W. 7TH STREET, LONG BEACH, CA 90813","640 West 7th Street, Long Beach, CA 90813, USA",33.775264,-118.2001475,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197414327,GEORGE DE LA TORRE JR. ELEMENTARY SCHOOL LAUP,LOS ANGELES UNIFIED SCHOOL DISTRICT,"HINOJOSA, IRENE",(310) 847-1400,500 NORTH ISLAND AVE. RM. K-3,WILMINGTON,CA,90744,Los Angeles,30,24,Licensed,5/31/07,,11/14/14,2,0,0,2,"11/14/2014, 06/10/2011","11/14/2014, 06/10/2011",0,0,,0,0,"500 NORTH ISLAND AVE. RM. K-3, WILMINGTON, CA 90744","500 Island Avenue, Wilmington, CA 90744, USA",33.7764426,-118.2659005,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191602640,NEW HORIZONS CHILD DEVELOPMENT CENTER,CALIFORNIA NEW HORIZONS CHILD DEVELOPMENT CENTER,JOAN SPENCER-BAULER,(310) 377-4349,26945 ROLLING HILLS ROAD,ROLLING HILLS ESTATE,CA,90274,Los Angeles,30,120,Licensed,1/2/95,,11/13/14,2,0,0,2,"11/13/2014, 04/21/2010","11/13/2014, 04/21/2010",0,0,,0,0,"26945 ROLLING HILLS ROAD, ROLLING HILLS ESTATE, CA 90274","26945 Rolling Hills Road, Rolling Hills Estates, CA 90274, USA",33.7771603,-118.3434081,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,198005633,8TH STREET EARLY HEAD START,LONG BEACH UNIFIED SCHOOL DISTRICT HEAD START,DONNA ABERTHANY,(562) 427-0833,820 LONG BEACH BOULEVARD,LONG BEACH,CA,90802,Los Angeles,33,40,Licensed,1/11/00,,1/31/14,2,0,0,2,"01/31/2014, 04/19/2010","01/31/2014, 04/19/2010",0,0,,0,0,"820 LONG BEACH BOULEVARD, LONG BEACH, CA 90802","820 Long Beach Boulevard, Long Beach, CA 90813, USA",33.777166,-118.188915,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197415015,HARBOR HILLS EARLY EDUCATION CENTER,CHILD DEVELOPMENT CONSORTIUM OF LOS ANGELES,ROSA PANO,(310) 833-6721,1874 PALOS VERDES DRIVE NORTH,LOMITA,CA,90717,Los Angeles,30,36,Licensed,2/5/08,,5/24/13,1,0,5,6,"05/24/2013, 04/29/2011, 04/29/2011, 03/08/2011, 03/02/2011, 02/22/2011",5/24/13,0,1,"04/29/2011, 04/29/2011, 03/08/2011, 03/02/2011, 02/22/2011",1,1,"1874 PALOS VERDES DRIVE NORTH, LOMITA, CA 90717","1874 Palos Verdes Drive North, Lomita, CA 90717, USA",33.7780355,-118.3111868,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198015878,ABC 123 LONG BEACH LEARNING CENTER,"ABC 123 LONG BEACH LEARNING CENTER, LLC",TIFFANY TRUONG,(562) 951-1123,909 PINE AVENUE,LONG BEACH,CA,90813,Los Angeles,33,30,Licensed,9/21/10,,1/22/14,1,2,11,14,"01/22/2014, 12/19/2013, 12/17/2013, 12/17/2013, 06/19/2013, 06/19/2013, 10/16/2012, 10/11/2012, 10/11/2012, 01/04/2012, 12/21/2011, 07/14/2011, 03/01/2011, 08/24/2010",6/19/13,0,0,"01/22/2014, 12/19/2013, 12/17/2013, 06/19/2013, 10/11/2012, 10/11/2012, 01/04/2012, 12/21/2011, 07/14/2011, 03/01/2011, 08/24/2010",0,1,"909 PINE AVENUE, LONG BEACH, CA 90813","909 Pine Avenue, Long Beach, CA 90813, USA",33.7781057,-118.192637,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198015865,LAD N LASSIE PRESCHOOL & INFANT,"LAD N LASSIE DAY CARE CENTER, INC.",LUPE GARCIA,(562) 945-6466,12620 BROADWAY STREET,WHITTIER,CA,90601,Los Angeles,33,207,Licensed,5/28/10,,11/3/14,4,1,5,10,"11/03/2014, 05/22/2014, 03/18/2014, 03/21/2013, 03/21/2013, 05/02/2012, 01/05/2012, 08/30/2011, 11/19/2010, 09/17/2010","03/18/2014, 03/21/2013, 05/02/2012, 08/30/2011",0,7,"11/03/2014, 03/21/2013, 01/05/2012, 11/19/2010, 09/17/2010",0,1,"12620 BROADWAY STREET, WHITTIER, CA 90601","Broadway Court, Long Beach, CA, USA",33.7782928,-118.184337,GEOMETRIC_CENTER,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,198015866,LAD N LASSIE PRESCHOOL & INFANT,LAD N LASSIE DAY CARE CENTER INC.,LUPE GARCIA,(562) 945-6466,12620 BROADWAY STREET,WHITTIER,CA,90601,Los Angeles,33,40,Licensed,5/28/10,,11/3/14,4,1,6,11,"11/03/2014, 05/22/2014, 03/18/2014, 03/21/2013, 05/02/2012, 08/30/2011, 04/08/2011, 02/23/2011, 01/11/2011, 11/19/2010, 09/17/2010","03/18/2014, 03/21/2013, 05/02/2012, 08/30/2011",1,3,"11/03/2014, 04/08/2011, 02/23/2011, 01/11/2011, 11/19/2010, 09/17/2010",0,0,"12620 BROADWAY STREET, WHITTIER, CA 90601","Broadway Court, Long Beach, CA, USA",33.7782928,-118.184337,GEOMETRIC_CENTER,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198011975,MONTESSORI ON ELM PRESCHOOL + KINDERGARTEN,"MONTESSORI ON ELM, INC.","WIJEYEWICKREMA, CASSANDRA",(562) 570-8080,930 ELM AVENUE,LONG BEACH,CA,90813,Los Angeles,33,94,Licensed,12/20/05,,3/18/14,2,1,2,5,"10/09/2013, 09/16/2011, 07/15/2010, 06/16/2010, 12/03/2009","10/09/2013, 12/03/2009",1,0,"09/16/2011, 07/15/2010",0,3,"930 ELM AVENUE, LONG BEACH, CA 90813","930 Elm Avenue, Long Beach, CA 90813, USA",33.7785713,-118.1872478,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,198011974,MONTESSORI ON ELM PRESCHOOL + KINDERGARTEN,"MONTESSORI ON ELM, INC.","WIJEYEWICKREMA, CASSANDRA",(562) 570-8080,930 ELM AVENUE,LONG BEACH,CA,90813,Los Angeles,33,24,Licensed,12/20/05,,10/9/13,3,0,0,3,"10/09/2013, 04/11/2011, 12/03/2009","10/09/2013, 04/11/2011, 12/03/2009",0,1,,0,0,"930 ELM AVENUE, LONG BEACH, CA 90813","930 Elm Avenue, Long Beach, CA 90813, USA",33.7785713,-118.1872478,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191671243,FIRST LUTHERAN CHRISTIAN PRESCHOOL & DAY CARE CTR,FIRST LUTHERAN CHURCH OF LONG BEACH,KEELY SMITH,(562) 435-0777,946 LINDEN AVENUE,LONG BEACH,CA,90813,Los Angeles,33,85,Licensed,9/25/93,,8/7/14,1,3,7,11,"08/07/2014, 12/04/2013, 04/17/2013, 03/27/2013, 03/08/2013, 03/23/2012, 03/23/2012, 03/14/2012, 06/29/2011, 06/29/2011, 06/29/2011",3/27/13,0,0,"08/07/2014, 12/04/2013, 04/17/2013, 03/08/2013, 03/23/2012, 06/29/2011, 06/29/2011",2,1,"946 LINDEN AVENUE, LONG BEACH, CA 90813","946 Linden Avenue, Long Beach, CA 90813, USA",33.778576,-118.185978,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,197413988,DISCOVERY WORLD EARLY EDUCATION CENTER,JOHN AND SHERYL ASSOCIATES,"AUSTIN, SHERYL",(310) 265-6650,550 DEEP VALLEY RD. SPACE #217,ROLLING HILLS ESTATE,CA,90274,Los Angeles,30,30,Licensed,12/20/06,,9/13/13,1,0,4,5,"09/13/2013, 09/13/2013, 12/02/2010, 11/02/2010, 04/21/2010",9/13/13,0,0,"09/13/2013, 12/02/2010, 11/02/2010, 04/21/2010",3,1,"550 DEEP VALLEY RD. SPACE #217, ROLLING HILLS ESTATE, CA 90274","Palos Verdes Peninsula, CA 90274, USA",33.7793751,-118.3520389,APPROXIMATE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197413987,DISCOVERY WORLD EARLY EDUCATION CENTER,JOHN AND SHERYL ASSOCIATES,"AUSTIN, SHERYL",(310) 265-6650,550 DEEP VALLEY RD. SPACE #217,ROLLING HILLS ESTATE,CA,90274,Los Angeles,30,78,Licensed,12/20/06,,6/25/14,2,1,4,7,"06/25/2014, 06/18/2014, 04/24/2013, 02/09/2012, 08/20/2010, 04/21/2010, 02/16/2010","04/24/2013, 02/16/2010",0,0,"06/25/2014, 02/09/2012, 08/20/2010, 04/21/2010",0,0,"550 DEEP VALLEY RD. SPACE #217, ROLLING HILLS ESTATE, CA 90274","Palos Verdes Peninsula, CA 90274, USA",33.7793751,-118.3520389,APPROXIMATE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191600541,"PALOS VERDES HILLS COOPERATIVE NURSERY SCHOOL, IN","PALOS VERDES HILLS NURSERY SCHOOL, INC","GELLERMAN, GALE",(310) 377-8839,6 LARIAT LANE,ROLLING HILLS ESTATE,CA,90274,Los Angeles,30,24,Licensed,5/4/94,,5/11/12,1,0,1,2,"05/11/2012, 05/11/2012",5/11/12,0,0,5/11/12,0,0,"6 LARIAT LANE, ROLLING HILLS ESTATE, CA 90274","Palos Verdes Peninsula, CA 90274, USA",33.7793751,-118.3520389,APPROXIMATE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191605034,LINCOLN CHILD DEVELOPMENT CENTER,LONG BEACH UNIFIED SCHOOL DISTRICT,RUFINA CRUZ,(562) 591-7121,1175 E. 11TH STREET,LONG BEACH,CA,90813,Los Angeles,33,44,Licensed,8/6/90,,9/30/14,2,0,0,2,"09/30/2014, 11/07/2011","09/30/2014, 11/07/2011",0,2,,0,0,"1175 E. 11TH STREET, LONG BEACH, CA 90813","1175 East 11th Street, Long Beach, CA 90813, USA",33.7808004,-118.1769648,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,192000284,IGLESIA BAUTISTA/FRIENDSHIP CHILDREN'S CENTER,"COMMUNITY DEVELOPMENT CENTER, INC.",NAOMI LOPEZ,(310) 518-8854,931 FRIGATE AVENUE,WILMINGTON,CA,90744,Los Angeles,30,130,Licensed,1/4/00,,4/23/14,1,0,6,7,"04/23/2014, 09/25/2013, 03/05/2013, 03/01/2013, 10/19/2011, 10/14/2011, 06/17/2011",3/1/13,0,0,"04/23/2014, 09/25/2013, 03/05/2013, 10/19/2011, 10/14/2011, 06/17/2011",1,2,"931 FRIGATE AVENUE, WILMINGTON, CA 90744","931 Frigate Avenue, Wilmington, CA 90744, USA",33.781002,-118.278937,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,192001160,GAVIOTA HEAD START,LONG BEACH UNIFIED SCHOOL DISTRICT,KEOKU LAGARDE,(562) 599-3843,1131 GAVIOTA STREET,LONG BEACH,CA,90813,Los Angeles,33,90,Licensed,3/31/00,,11/19/13,1,0,0,1,11/19/13,11/19/13,0,2,,0,0,"1131 GAVIOTA STREET, LONG BEACH, CA 90813","1131 Gaviota Avenue, Long Beach, CA 90813, USA",33.781447,-118.171234,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198005944,KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTERS, LLC",BERNICE GONZALEZ,(562) 961-8882,5251 E. LAS LOMAS,LONG BEACH,CA,90815,Los Angeles,33,126,Licensed,4/17/00,,9/22/14,2,2,12,16,"09/22/2014, 07/28/2014, 06/10/2014, 04/02/2014, 04/02/2014, 12/04/2013, 12/04/2013, 01/28/2013, 08/14/2012, 07/12/2012, 01/25/2012, 12/06/2011, 11/10/2011, 09/26/2011, 09/26/2011, 09/09/2011","09/22/2014, 01/28/2013",0,0,"07/28/2014, 06/10/2014, 04/02/2014, 04/02/2014, 12/04/2013, 12/04/2013, 08/14/2012, 07/12/2012, 01/25/2012, 12/06/2011, 09/26/2011, 09/09/2011",0,4,"5251 E. LAS LOMAS, LONG BEACH, CA 90815","5251 East Las Lomas Street, Long Beach, CA 90815, USA",33.7824464,-118.1311451,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,198005945,KINDERCARE LEARNING CENTER,KINDERCARE LEARNING CENTERS LLC,BERNICE GONZALEZ,(562) 961-8882,5251 E. LAS LOMAS,LONG BEACH,CA,90815,Los Angeles,33,32,Licensed,4/17/00,,12/17/14,3,4,8,15,"12/17/2014, 04/02/2014, 04/02/2014, 09/25/2013, 09/25/2013, 05/17/2013, 05/17/2013, 03/13/2013, 08/14/2012, 07/12/2012, 12/06/2011, 02/18/2011, 01/20/2011, 08/05/2010, 11/19/2009","04/02/2014, 09/25/2013, 08/05/2010",0,2,"12/17/2014, 04/02/2014, 09/25/2013, 08/14/2012, 07/12/2012, 12/06/2011, 02/18/2011, 11/19/2009",5,2,"5251 E. LAS LOMAS, LONG BEACH, CA 90815","5251 East Las Lomas Street, Long Beach, CA 90815, USA",33.7824464,-118.1311451,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191670750,L.A. HARBOR COLLEGE CHILD DEVELOPMENT CENTER,LOS ANGELES COMMUNITY COLLEGE DISTRICT,"CRUMMER, KAREN A",(310) 233-4200,1111 FIGUEROA PLACE,WILMINGTON,CA,90744,Los Angeles,30,96,Licensed,2/24/94,,3/5/14,3,0,2,5,"03/05/2014, 03/05/2014, 01/28/2011, 03/08/2010, 01/28/2010","03/05/2014, 01/28/2011, 03/08/2010",0,0,"03/05/2014, 01/28/2010",0,0,"1111 FIGUEROA PLACE, WILMINGTON, CA 90744","1111 Figueroa Place, Wilmington, CA 90744, USA",33.784208,-118.2837149,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,192006385,CORONADO HEAD START CHILD CARE CENTER,LONG BEACH UNIFIED SCHOOL DISTRICT,PADMA RAJENDRAN/MARIA GARC,(562) 426-8144,1395 CORONADO STREET,LONG BEACH,CA,90804,Los Angeles,33,90,Licensed,8/17/01,,2/25/14,2,0,1,3,"02/25/2014, 11/26/2013, 03/18/2011","02/25/2014, 03/18/2011",0,3,11/26/13,0,0,"1395 CORONADO STREET, LONG BEACH, CA 90804","1395 Coronado Avenue, Long Beach, CA 90804, USA",33.784252,-118.153797,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,198007960,CHRIST SECOND BAPTIST CHURCH,CHRIST SECOND BAPTIST CHURCH,N/A,(562) 599-3421,1471 MARTIN LUTHER KING AVE.,LONG BEACH,CA,90813,Los Angeles,33,48,Inactive,6/6/03,,9/10/08,0,0,0,0,,,0,0,,0,0,"1471 MARTIN LUTHER KING AVE., LONG BEACH, CA 90813","1471 Martin Luther King Junior Avenue, Long Beach, CA 90813, USA",33.784522,-118.180948,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191601794,CREATIVE ARTS,"BRYANT, CARRIE","BRYANT, C B",(562) 591-2508,1423 WALNUT AVE,LONG BEACH,CA,90813,Los Angeles,33,47,Licensed,12/12/93,,1/11/12,2,0,2,4,"01/11/2012, 11/18/2010, 11/18/2010, 05/20/2008","01/11/2012, 11/18/2010",0,1,"11/18/2010, 05/20/2008",0,0,"1423 WALNUT AVE, LONG BEACH, CA 90813","1423 Walnut Avenue, Long Beach, CA 90813, USA",33.784855,-118.172297,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198004391,CHILD AND FAMILY CENTER-DEPT. OF FAMILY CONSUMER,CALIFORNIA STATE UNIVERSITY-LONG BEACH,JODI MORINAKA,(562) 985-8500,"CSULB, 1250 BELLFLOWER BLVD.",LONG BEACH,CA,90840,Los Angeles,33,45,Licensed,10/30/98,,9/26/14,2,0,8,10,"09/26/2014, 01/31/2014, 01/31/2014, 01/31/2014, 01/30/2013, 01/30/2013, 01/20/2011, 01/20/2011, 12/03/2009, 10/15/2009","01/31/2014, 10/15/2009",0,0,"09/26/2014, 01/31/2014, 01/31/2014, 01/30/2013, 01/30/2013, 01/20/2011, 01/20/2011, 12/03/2009",0,1,"CSULB, 1250 BELLFLOWER BLVD., LONG BEACH, CA 90840","California State University Long Beach, 1250 North Bellflower Boulevard, Long Beach, CA 90840, USA",33.7852755,-118.1198155,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191602046,LONG BEACH DAY NURSERY - WEST BRANCH,"LONG BEACH DAY NURSERY, INC",LINDA BLACKSHIRE,(562) 591-0509,1548 CHESTNUT AVE,LONG BEACH,CA,90813,Los Angeles,33,100,Licensed,7/27/93,,7/16/14,1,1,2,4,"07/16/2014, 05/12/2014, 09/19/2013, 08/21/2012",9/19/13,0,0,"05/12/2014, 08/21/2012",2,3,"1548 CHESTNUT AVE, LONG BEACH, CA 90813","1548 Chestnut Avenue, Long Beach, CA 90813, USA",33.7866596,-118.1959506,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198014608,MONTESSORI CHILDREN'S HOUSE - WEST,MONTESSORI CHILDREN'S HOUSE - WEST,MALKI MOONESINGHE,(562) 494-3777,5454 ATHERTON STREET,LONG BEACH,CA,90815,Los Angeles,33,87,Licensed,7/7/09,,7/3/13,2,0,4,6,"07/03/2013, 01/27/2012, 10/26/2011, 09/14/2011, 08/23/2011, 08/23/2011","07/03/2013, 08/23/2011",1,2,"01/27/2012, 10/26/2011, 09/14/2011, 08/23/2011",0,0,"5454 ATHERTON STREET, LONG BEACH, CA 90815","5454 East Atherton Street, Long Beach, CA 90815, USA",33.787686,-118.1256692,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191602055,LOS ALTOS UNITED CHURCH NURSERY (CONGREGATIONAL),"LOS ALTOS UNITED CHURCH OF CHRIST, INC.",MARIA SHROUT,(562) 596-2108,5550 ATHERTON ST,LONG BEACH,CA,90815,Los Angeles,33,38,Licensed,6/3/93,,1/16/13,1,0,0,1,1/16/13,1/16/13,0,0,,0,0,"5550 ATHERTON ST, LONG BEACH, CA 90815","5550 East Atherton Street, Long Beach, CA 90815, USA",33.7880665,-118.1229011,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191603662,MONTESSORI CHILDREN'S HOUSE,"MOONESINGHE, MALKI",JESSICA WADLEY,(562) 431-8880,5550 ATHERTON,LONG BEACH,CA,90815,Los Angeles,33,64,Licensed,5/22/89,,11/25/14,3,0,2,5,"11/25/2014, 10/29/2014, 10/29/2014, 01/16/2013, 04/11/2011","10/29/2014, 01/16/2013, 04/11/2011",0,2,"11/25/2014, 10/29/2014",0,0,"5550 ATHERTON, LONG BEACH, CA 90815","5550 East Atherton Street, Long Beach, CA 90815, USA",33.7880665,-118.1229011,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191601050,OAK TREE ACADEMY,"OAKWOOD ACADEMY SCHOOLS, INC.",KATY STINE,(562) 597-8611,1710 REDONDO AVENUE,LONG BEACH,CA,90804,Los Angeles,33,49,Licensed,12/17/95,,3/19/14,2,0,2,4,"03/19/2014, 10/19/2011, 02/10/2010, 10/15/2009","03/19/2014, 10/19/2011",0,3,"02/10/2010, 10/15/2009",1,0,"1710 REDONDO AVENUE, LONG BEACH, CA 90804","1710 Redondo Avenue, Long Beach, CA 90804, USA",33.7882941,-118.1520988,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
